timestamp_iso,t_ms,src_ip,src_port,direction,payload
2026-05-12T08:47:57.950,3648.518,10.0.0.10,8888,CC->XPB,HB;SEQ=2868;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=58300;E=0;E_CODE=00;RPM=0:31\n
2026-05-12T08:47:58.200,3898.527,10.0.0.10,8888,CC->XPB,HB;SEQ=2869;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=58550;E=0;E_CODE=00;RPM=0:33\n
2026-05-12T08:47:58.332,4030.514,10.0.0.11,8888,XPB->CC,STAT;SEQ=719;OUT=000;SUMP=20;SEAL=21:15\n
2026-05-12T08:47:58.450,4148.549,10.0.0.10,8888,CC->XPB,HB;SEQ=2870;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=58800;E=0;E_CODE=00;RPM=0:33\n
2026-05-12T08:47:58.700,4398.559,10.0.0.10,8888,CC->XPB,HB;SEQ=2871;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=59050;E=0;E_CODE=00;RPM=0:3E\n
2026-05-12T08:47:58.950,4648.522,10.0.0.10,8888,CC->XPB,HB;SEQ=2872;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=59300;E=0;E_CODE=00;RPM=0:3B\n
2026-05-12T08:47:59.200,4898.516,10.0.0.10,8888,CC->XPB,HB;SEQ=2873;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=59550;E=0;E_CODE=00;RPM=0:39\n
2026-05-12T08:47:59.335,5033.711,10.0.0.11,8888,XPB->CC,STAT;SEQ=720;OUT=000;SUMP=20;SEAL=21:1F\n
2026-05-12T08:47:59.449,5148.291,10.0.0.10,8888,CC->XPB,HB;SEQ=2874;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=59800;E=0;E_CODE=00;RPM=0:36\n
2026-05-12T08:47:59.700,5398.507,10.0.0.10,8888,CC->XPB,HB;SEQ=2875;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=60050;E=0;E_CODE=00;RPM=0:30\n
2026-05-12T08:47:59.829,5527.661,10.0.0.11,8888,XPB->CC,SW;RUN=0;RST=0:18\n
2026-05-12T08:47:59.950,5648.617,10.0.0.10,8888,CC->XPB,HB;SEQ=2876;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=122;E=0;E_CODE=00;RPM=0:31\n
2026-05-12T08:48:00.200,5898.436,10.0.0.10,8888,CC->XPB,HB;SEQ=2877;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=372;E=0;E_CODE=00;RPM=0:37\n
2026-05-12T08:48:00.337,6036.297,10.0.0.11,8888,XPB->CC,STAT;SEQ=721;OUT=000;SUMP=20;SEAL=21:1E\n
2026-05-12T08:48:00.450,6148.376,10.0.0.10,8888,CC->XPB,HB;SEQ=2878;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=622;E=0;E_CODE=00;RPM=0:38\n
2026-05-12T08:48:00.700,6398.680,10.0.0.10,8888,CC->XPB,HB;SEQ=2879;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=872;E=0;E_CODE=00;RPM=0:32\n
2026-05-12T08:48:00.950,6648.776,10.0.0.10,8888,CC->XPB,HB;SEQ=2880;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=1122;E=0;E_CODE=00;RPM=0:09\n
2026-05-12T08:48:01.200,6898.762,10.0.0.10,8888,CC->XPB,HB;SEQ=2881;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=1372;E=0;E_CODE=00;RPM=0:0F\n
2026-05-12T08:48:01.341,7039.815,10.0.0.11,8888,XPB->CC,STAT;SEQ=722;OUT=000;SUMP=20;SEAL=21:1D\n
2026-05-12T08:48:01.450,7148.565,10.0.0.10,8888,CC->XPB,HB;SEQ=2882;STATE=IDLE;STEP=1;LOOP=1/1;SW_AGE=1622;E=0;E_CODE=00;RPM=0:0C\n
