# rig_trace started 2026-05-12T15:20:26.945
[rig_trace] start 2026-05-12T15:20:26.945  cc=COM8 xpb=- udp=8888
[+   9318.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9318.3 ms] [CC ] STATE -> E-STOP
[+   9318.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9318.3 ms] [CC ] STATE -> E-STOP
[+   9318.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9318.3 ms] [CC ] STATE -> E-STOP
[+   9318.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9318.3 ms] [CC ] STATE -> E-STOP
[+   9318.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9318.3 ms] [CC ] STATE -> E-STOP
[+   9519.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9519.8 ms] [CC ] STATE -> E-STOP
[+   9519.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9519.8 ms] [CC ] STATE -> E-STOP
[+   9519.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9519.8 ms] [CC ] STATE -> E-STOP
[+   9519.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9519.9 ms] [CC ] STATE -> E-STOP
[+   9519.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9519.9 ms] [CC ] STATE -> E-STOP
[+   9722.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9722.9 ms] [CC ] STATE -> E-STOP
[+   9722.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9722.9 ms] [CC ] STATE -> E-STOP
[+   9722.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9722.9 ms] [CC ] STATE -> E-STOP
[+   9722.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9722.9 ms] [CC ] STATE -> E-STOP
[+   9722.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9722.9 ms] [CC ] STATE -> E-STOP
[+   9925.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9925.2 ms] [CC ] STATE -> E-STOP
[+   9925.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9925.2 ms] [CC ] STATE -> E-STOP
[+   9925.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9925.2 ms] [CC ] STATE -> E-STOP
[+   9925.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9925.2 ms] [CC ] STATE -> E-STOP
[+   9925.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+   9925.2 ms] [CC ] STATE -> E-STOP
[+  10127.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10127.2 ms] [CC ] STATE -> E-STOP
[+  10127.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10127.3 ms] [CC ] STATE -> E-STOP
[+  10127.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10127.3 ms] [CC ] STATE -> E-STOP
[+  10127.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10127.3 ms] [CC ] STATE -> E-STOP
[+  10127.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10127.3 ms] [CC ] STATE -> E-STOP
[+  10329.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10329.8 ms] [CC ] STATE -> E-STOP
[+  10329.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10329.8 ms] [CC ] STATE -> E-STOP
[+  10329.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10329.8 ms] [CC ] STATE -> E-STOP
[+  10329.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10329.8 ms] [CC ] STATE -> E-STOP
[+  10329.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10329.8 ms] [CC ] STATE -> E-STOP
[+  10531.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10531.6 ms] [CC ] STATE -> E-STOP
[+  10531.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10531.6 ms] [CC ] STATE -> E-STOP
[+  10531.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10531.6 ms] [CC ] STATE -> E-STOP
[+  10531.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10531.6 ms] [CC ] STATE -> E-STOP
[+  10531.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10531.6 ms] [CC ] STATE -> E-STOP
[+  10733.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10733.6 ms] [CC ] STATE -> E-STOP
[+  10733.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10733.6 ms] [CC ] STATE -> E-STOP
[+  10733.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10733.6 ms] [CC ] STATE -> E-STOP
[+  10733.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10733.6 ms] [CC ] STATE -> E-STOP
[+  10733.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10733.6 ms] [CC ] STATE -> E-STOP
[+  10936.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10936.6 ms] [CC ] STATE -> E-STOP
[+  10936.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10936.6 ms] [CC ] STATE -> E-STOP
[+  10936.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10936.6 ms] [CC ] STATE -> E-STOP
[+  10936.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10936.6 ms] [CC ] STATE -> E-STOP
[+  10936.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  10936.6 ms] [CC ] STATE -> E-STOP
[+  11137.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11137.7 ms] [CC ] STATE -> E-STOP
[+  11137.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11137.7 ms] [CC ] STATE -> E-STOP
[+  11137.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11137.7 ms] [CC ] STATE -> E-STOP
[+  11137.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11137.7 ms] [CC ] STATE -> E-STOP
[+  11137.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11137.7 ms] [CC ] STATE -> E-STOP
[+  11341.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11341.2 ms] [CC ] STATE -> E-STOP
[+  11341.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11341.2 ms] [CC ] STATE -> E-STOP
[+  11341.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11341.2 ms] [CC ] STATE -> E-STOP
[+  11341.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11341.2 ms] [CC ] STATE -> E-STOP
[+  11341.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11341.2 ms] [CC ] STATE -> E-STOP
[+  11543.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11543.5 ms] [CC ] STATE -> E-STOP
[+  11543.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11543.5 ms] [CC ] STATE -> E-STOP
[+  11543.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11543.5 ms] [CC ] STATE -> E-STOP
[+  11543.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11543.5 ms] [CC ] STATE -> E-STOP
[+  11543.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11543.5 ms] [CC ] STATE -> E-STOP
[+  11745.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11745.7 ms] [CC ] STATE -> E-STOP
[+  11745.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11745.7 ms] [CC ] STATE -> E-STOP
[+  11745.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11745.7 ms] [CC ] STATE -> E-STOP
[+  11745.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11745.7 ms] [CC ] STATE -> E-STOP
[+  11745.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11745.7 ms] [CC ] STATE -> E-STOP
[+  11947.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11947.1 ms] [CC ] STATE -> E-STOP
[+  11947.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11947.1 ms] [CC ] STATE -> E-STOP
[+  11947.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11947.1 ms] [CC ] STATE -> E-STOP
[+  11947.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11947.1 ms] [CC ] STATE -> E-STOP
[+  11947.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  11947.1 ms] [CC ] STATE -> E-STOP
[+  12149.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12149.2 ms] [CC ] STATE -> E-STOP
[+  12149.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12149.3 ms] [CC ] STATE -> E-STOP
[+  12149.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12149.3 ms] [CC ] STATE -> E-STOP
[+  12149.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12149.3 ms] [CC ] STATE -> E-STOP
[+  12149.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12149.3 ms] [CC ] STATE -> E-STOP
[+  12347.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12347.2 ms] [CC ] STATE -> E-STOP
[+  12347.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12347.2 ms] [CC ] STATE -> E-STOP
[+  12347.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12347.2 ms] [CC ] STATE -> E-STOP
[+  12347.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12347.2 ms] [CC ] STATE -> E-STOP
[+  12347.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12347.3 ms] [CC ] STATE -> E-STOP
[+  12553.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12553.2 ms] [CC ] STATE -> E-STOP
[+  12553.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12553.3 ms] [CC ] STATE -> E-STOP
[+  12553.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12553.3 ms] [CC ] STATE -> E-STOP
[+  12553.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12553.3 ms] [CC ] STATE -> E-STOP
[+  12553.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12553.3 ms] [CC ] STATE -> E-STOP
[+  12748.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12748.1 ms] [CC ] STATE -> E-STOP
[+  12748.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12748.1 ms] [CC ] STATE -> E-STOP
[+  12748.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12748.1 ms] [CC ] STATE -> E-STOP
[+  12748.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12748.1 ms] [CC ] STATE -> E-STOP
[+  12748.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12748.1 ms] [CC ] STATE -> E-STOP
[+  12948.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12948.2 ms] [CC ] STATE -> E-STOP
[+  12948.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12948.2 ms] [CC ] STATE -> E-STOP
[+  12948.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12948.2 ms] [CC ] STATE -> E-STOP
[+  12948.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12948.2 ms] [CC ] STATE -> E-STOP
[+  12948.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  12948.2 ms] [CC ] STATE -> E-STOP
[+  13153.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13153.5 ms] [CC ] STATE -> E-STOP
[+  13153.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13153.5 ms] [CC ] STATE -> E-STOP
[+  13153.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13153.5 ms] [CC ] STATE -> E-STOP
[+  13153.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13153.5 ms] [CC ] STATE -> E-STOP
[+  13153.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13153.5 ms] [CC ] STATE -> E-STOP
[+  13362.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13362.4 ms] [CC ] STATE -> E-STOP
[+  13362.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13362.4 ms] [CC ] STATE -> E-STOP
[+  13362.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13362.4 ms] [CC ] STATE -> E-STOP
[+  13362.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13362.4 ms] [CC ] STATE -> E-STOP
[+  13362.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13362.4 ms] [CC ] STATE -> E-STOP
[+  13565.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13565.5 ms] [CC ] STATE -> E-STOP
[+  13565.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13565.5 ms] [CC ] STATE -> E-STOP
[+  13565.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13565.5 ms] [CC ] STATE -> E-STOP
[+  13565.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13565.5 ms] [CC ] STATE -> E-STOP
[+  13565.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13565.5 ms] [CC ] STATE -> E-STOP
[+  13766.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13766.6 ms] [CC ] STATE -> E-STOP
[+  13766.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13766.6 ms] [CC ] STATE -> E-STOP
[+  13766.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13766.6 ms] [CC ] STATE -> E-STOP
[+  13766.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13766.6 ms] [CC ] STATE -> E-STOP
[+  13766.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13766.6 ms] [CC ] STATE -> E-STOP
[+  13969.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13969.8 ms] [CC ] STATE -> E-STOP
[+  13969.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13969.8 ms] [CC ] STATE -> E-STOP
[+  13969.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13969.8 ms] [CC ] STATE -> E-STOP
[+  13969.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13969.8 ms] [CC ] STATE -> E-STOP
[+  13969.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  13969.8 ms] [CC ] STATE -> E-STOP
[+  14170.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14170.2 ms] [CC ] STATE -> E-STOP
[+  14170.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14170.2 ms] [CC ] STATE -> E-STOP
[+  14170.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14170.2 ms] [CC ] STATE -> E-STOP
[+  14170.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14170.2 ms] [CC ] STATE -> E-STOP
[+  14170.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14170.2 ms] [CC ] STATE -> E-STOP
[+  14373.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14373.2 ms] [CC ] STATE -> E-STOP
[+  14373.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14373.2 ms] [CC ] STATE -> E-STOP
[+  14373.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14373.2 ms] [CC ] STATE -> E-STOP
[+  14373.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14373.2 ms] [CC ] STATE -> E-STOP
[+  14373.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14373.2 ms] [CC ] STATE -> E-STOP
[+  14575.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14575.4 ms] [CC ] STATE -> E-STOP
[+  14575.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14575.4 ms] [CC ] STATE -> E-STOP
[+  14575.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14575.5 ms] [CC ] STATE -> E-STOP
[+  14575.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14575.5 ms] [CC ] STATE -> E-STOP
[+  14575.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14575.5 ms] [CC ] STATE -> E-STOP
[+  14777.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14777.4 ms] [CC ] STATE -> E-STOP
[+  14777.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14777.4 ms] [CC ] STATE -> E-STOP
[+  14777.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14777.4 ms] [CC ] STATE -> E-STOP
[+  14777.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14777.4 ms] [CC ] STATE -> E-STOP
[+  14777.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14777.5 ms] [CC ] STATE -> E-STOP
[+  14979.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14979.9 ms] [CC ] STATE -> E-STOP
[+  14979.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14979.9 ms] [CC ] STATE -> E-STOP
[+  14979.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14979.9 ms] [CC ] STATE -> E-STOP
[+  14979.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14979.9 ms] [CC ] STATE -> E-STOP
[+  14980.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  14980.0 ms] [CC ] STATE -> E-STOP
[+  15182.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15182.0 ms] [CC ] STATE -> E-STOP
[+  15182.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15182.0 ms] [CC ] STATE -> E-STOP
[+  15182.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15182.1 ms] [CC ] STATE -> E-STOP
[+  15182.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15182.1 ms] [CC ] STATE -> E-STOP
[+  15182.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15182.1 ms] [CC ] STATE -> E-STOP
[+  15384.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15384.1 ms] [CC ] STATE -> E-STOP
[+  15384.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15384.1 ms] [CC ] STATE -> E-STOP
[+  15384.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15384.1 ms] [CC ] STATE -> E-STOP
[+  15384.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15384.1 ms] [CC ] STATE -> E-STOP
[+  15384.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15384.2 ms] [CC ] STATE -> E-STOP
[+  15586.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15586.5 ms] [CC ] STATE -> E-STOP
[+  15586.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15586.5 ms] [CC ] STATE -> E-STOP
[+  15586.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15586.5 ms] [CC ] STATE -> E-STOP
[+  15586.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15586.5 ms] [CC ] STATE -> E-STOP
[+  15586.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15586.5 ms] [CC ] STATE -> E-STOP
[+  15788.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15788.0 ms] [CC ] STATE -> E-STOP
[+  15788.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15788.0 ms] [CC ] STATE -> E-STOP
[+  15788.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15788.0 ms] [CC ] STATE -> E-STOP
[+  15788.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15788.0 ms] [CC ] STATE -> E-STOP
[+  15788.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15788.0 ms] [CC ] STATE -> E-STOP
[+  15990.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15990.7 ms] [CC ] STATE -> E-STOP
[+  15990.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15990.7 ms] [CC ] STATE -> E-STOP
[+  15990.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15990.7 ms] [CC ] STATE -> E-STOP
[+  15990.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15990.7 ms] [CC ] STATE -> E-STOP
[+  15990.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  15990.7 ms] [CC ] STATE -> E-STOP
[+  16193.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16193.8 ms] [CC ] STATE -> E-STOP
[+  16193.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16193.8 ms] [CC ] STATE -> E-STOP
[+  16193.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16193.9 ms] [CC ] STATE -> E-STOP
[+  16193.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16193.9 ms] [CC ] STATE -> E-STOP
[+  16193.9 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16193.9 ms] [CC ] STATE -> E-STOP
[+  16396.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16396.0 ms] [CC ] STATE -> E-STOP
[+  16396.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16396.0 ms] [CC ] STATE -> E-STOP
[+  16396.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16396.0 ms] [CC ] STATE -> E-STOP
[+  16396.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16396.0 ms] [CC ] STATE -> E-STOP
[+  16396.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16396.0 ms] [CC ] STATE -> E-STOP
[+  16597.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16597.1 ms] [CC ] STATE -> E-STOP
[+  16597.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16597.1 ms] [CC ] STATE -> E-STOP
[+  16597.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16597.1 ms] [CC ] STATE -> E-STOP
[+  16597.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16597.1 ms] [CC ] STATE -> E-STOP
[+  16597.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16597.1 ms] [CC ] STATE -> E-STOP
[+  16800.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16800.5 ms] [CC ] STATE -> E-STOP
[+  16800.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16800.5 ms] [CC ] STATE -> E-STOP
[+  16800.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16800.5 ms] [CC ] STATE -> E-STOP
[+  16800.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16800.5 ms] [CC ] STATE -> E-STOP
[+  16800.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  16800.5 ms] [CC ] STATE -> E-STOP
[+  17002.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17002.2 ms] [CC ] STATE -> E-STOP
[+  17002.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17002.2 ms] [CC ] STATE -> E-STOP
[+  17002.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17002.2 ms] [CC ] STATE -> E-STOP
[+  17002.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17002.2 ms] [CC ] STATE -> E-STOP
[+  17002.2 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17002.2 ms] [CC ] STATE -> E-STOP
[+  17203.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17203.3 ms] [CC ] STATE -> E-STOP
[+  17203.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17203.3 ms] [CC ] STATE -> E-STOP
[+  17203.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17203.3 ms] [CC ] STATE -> E-STOP
[+  17203.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17203.3 ms] [CC ] STATE -> E-STOP
[+  17203.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17203.3 ms] [CC ] STATE -> E-STOP
[+  17406.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17406.0 ms] [CC ] STATE -> E-STOP
[+  17406.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17406.0 ms] [CC ] STATE -> E-STOP
[+  17406.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17406.0 ms] [CC ] STATE -> E-STOP
[+  17406.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17406.0 ms] [CC ] STATE -> E-STOP
[+  17406.0 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17406.0 ms] [CC ] STATE -> E-STOP
[+  17608.3 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17608.4 ms] [CC ] STATE -> E-STOP
[+  17608.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17608.4 ms] [CC ] STATE -> E-STOP
[+  17608.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17608.4 ms] [CC ] STATE -> E-STOP
[+  17608.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17608.4 ms] [CC ] STATE -> E-STOP
[+  17608.4 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17608.4 ms] [CC ] STATE -> E-STOP
[+  17811.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17811.5 ms] [CC ] STATE -> E-STOP
[+  17811.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17811.5 ms] [CC ] STATE -> E-STOP
[+  17811.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17811.5 ms] [CC ] STATE -> E-STOP
[+  17811.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17811.5 ms] [CC ] STATE -> E-STOP
[+  17811.5 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  17811.5 ms] [CC ] STATE -> E-STOP
[+  18013.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18013.6 ms] [CC ] STATE -> E-STOP
[+  18013.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18013.6 ms] [CC ] STATE -> E-STOP
[+  18013.6 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18013.7 ms] [CC ] STATE -> E-STOP
[+  18013.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18013.7 ms] [CC ] STATE -> E-STOP
[+  18013.7 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18013.7 ms] [CC ] STATE -> E-STOP
[+  18215.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18215.8 ms] [CC ] STATE -> E-STOP
[+  18215.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18215.8 ms] [CC ] STATE -> E-STOP
[+  18215.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18215.8 ms] [CC ] STATE -> E-STOP
[+  18215.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18215.8 ms] [CC ] STATE -> E-STOP
[+  18215.8 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18215.8 ms] [CC ] STATE -> E-STOP
[+  18417.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18417.1 ms] [CC ] STATE -> E-STOP
[+  18417.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18417.1 ms] [CC ] STATE -> E-STOP
[+  18417.1 ms] [CC ] E-STOP: XPB stale (mask expired)
[+  18417.1 ms] [CC ] STATE -> E-STOP
